uuid,planting_status
85616e15-f5fc-4219-8c9d-23fa04fbcbac,completed
3e7044a6-42ec-4097-b669-e81da7d94bcc,completed
2c76e28e-a7bf-49a4-b853-b46fa14d6707,no-restoration-expected
c77b6fa8-ae2b-485c-961b-5f1f2ca6f9ee,no-restoration-expected
f8a30d49-cabd-4f09-8992-fdc8e8cb2771,no-restoration-expected
d7747bb9-cc18-4c88-b724-8990122e3ae0,no-restoration-expected
3b376e11-f8fd-488e-a1cf-d4e0ec287377,no-restoration-expected
e6e9c610-1ef2-4b4b-85ab-667d3d3d24a3,no-restoration-expected
c783d244-ddee-41e2-a1ac-d01cd90fe047,no-restoration-expected
834aedbe-751c-4737-810f-393ad10789d0,no-restoration-expected
1ce54a61-dcab-4d52-ad72-b670ae363310,no-restoration-expected
fff0258e-6d44-4f04-9e8b-f78674ac383d,no-restoration-expected
23b588cb-99f2-4412-9bd4-cac16f6bfc09,no-restoration-expected
8aae026e-633b-4a4a-97e1-6a1ab065ec84,no-restoration-expected
bdf34eee-17fe-4a56-9aac-6815a0253b65,no-restoration-expected
ca8348da-4262-48f7-89bd-2f721361b5c2,no-restoration-expected
b62d80e3-daa9-4137-a6bd-ab2d3c9fb7fa,no-restoration-expected
644a88a9-4446-4caf-81f3-6e2f88a2edb0,no-restoration-expected
4ecc1d6f-6cb2-481c-a23c-2e2faefbf70f,no-restoration-expected
14d9c49b-14df-4acd-a7e8-6822391935b4,no-restoration-expected
d9ac77d3-4e03-45e4-9c9a-421e83b9d726,no-restoration-expected
4a180fa2-79e8-475a-8d33-7b89cad29e9e,no-restoration-expected
dfa67966-15d1-434b-b525-c8cd5e43b5c2,no-restoration-expected
cf10cf71-7d87-461a-be08-6c5f40903ddb,no-restoration-expected
a05f097c-d02c-4d04-a6f8-2bc760c77af6,no-restoration-expected
91080a82-a977-4503-8f1c-43b90c93d884,no-restoration-expected
d2db23c5-2fc3-4df9-87ee-188690542cb3,no-restoration-expected
61400948-f978-49ad-ab4e-b6c9ba48770f,no-restoration-expected
22f924e5-1665-45cb-bca4-256c344fd21b,no-restoration-expected
0562c354-e6fa-47b4-9169-1df146753e5e,no-restoration-expected
72418945-0517-4fcc-8ca0-b58ea3d0ccfc,no-restoration-expected
79497427-9a3b-483b-b812-c102326fe90c,no-restoration-expected
e8cf3daa-09dd-45cb-b9ed-367866fd2e08,no-restoration-expected
bb68a8b2-d627-4d2a-b74a-7f9a7433c268,no-restoration-expected
2d4d348b-2502-4bd5-8e8a-95e3c0b22d2c,not-started
81da6c40-7f7b-4fa7-ba83-27297e84caa4,not-started
6968e062-1ff6-4c8d-8f81-9e7e5b72f9d3,no-restoration-expected
96d07764-0b89-4246-bda6-acc7fc762fc5,no-restoration-expected
4c4f292d-47d8-4eb8-b7f2-eeefdcbc93ca,no-restoration-expected
2e087db3-e00c-4cce-8487-c51917bf0e04,not-started
a764dd69-7f4c-4140-9565-72046fb60bb6,no-restoration-expected
db4e63db-9f34-4d30-b65d-975a701f6a86,no-restoration-expected
de0ede9c-ad39-4d04-be3c-bf570ec5be28,no-restoration-expected
0f9f9a9d-1ad1-4aa2-9817-2c11cb864da3,no-restoration-expected
350c6284-b910-4be4-8342-be66aa1e2d6a,no-restoration-expected
f797504c-b84a-4817-b541-46f9692442bc,no-restoration-expected
5ad2187d-7e2d-4421-bcac-8016c87f83a4,no-restoration-expected
fb8e3999-b8ef-4ba9-9012-f8623de237fe,no-restoration-expected
1b03c65c-cbe5-4672-be90-f68b12cc776e,no-restoration-expected
e05aabc9-b6f1-49c5-a63c-2711fd04de4c,no-restoration-expected
e3b57f2d-8921-4b1c-9494-87037a7b4b75,no-restoration-expected
8a4a1830-cb8a-4b63-9a32-8d64ff1fe3ff,completed
68d2e607-c93c-4743-b36d-ab91c36fbf63,completed
0024edff-d4a0-4f50-94bb-b9168fb5e94d,completed
17be1fdb-5cc2-4653-9bd2-d8fed43e843c,completed
160f2c9b-2755-4db9-ab21-234f40d1a9a5,completed
5fd0a470-3574-4575-a97a-ad94774ea926,no-restoration-expected
4ed7b2a2-1b93-488f-82b4-09cceb4cf935,no-restoration-expected
1e0fbf91-6911-4133-8a75-ebdf5a104eaf,no-restoration-expected
b6b551ac-d752-4e57-b272-f01106ab8d64,no-restoration-expected
3172e283-c690-49ae-a28a-3511f6e68336,no-restoration-expected
d53f4b9a-b60d-438b-bb26-6428d53aba96,no-restoration-expected
dc861173-4cb0-44f9-a514-c48a4d05a3ee,no-restoration-expected
c9ffd4fd-033b-4f4f-8e62-fdb771bf2d37,no-restoration-expected
